"object id","Sprite_Listing3 target","Sprite_ListingK target","current skdisasm label/comment","proposed comment/name","primary evidence","OpenGGF corroboration","confidence","upstream patch decision"
"$00","Obj_Ring","Obj_Ring","Set1: Obj_Ring; Set2: Obj_Ring","Keep target label; rely on table-level header/hex-ID guidance in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Ring; Set 2 OpenGGF primary name Ring","High for pointer target and table-selection annotation; no behavior claim","Keep target label; rely on table-level header/hex-ID guidance in pilot patch"
"$8E","Obj_MonkeyDude","Obj_Dragonfly","Set1: Obj_MonkeyDude; Set2: Obj_Dragonfly","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MonkeyDude; Set 2 OpenGGF primary name Dragonfly","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$8F","Obj_CaterKillerJr","Obj_Butterdroid","Set1: Obj_CaterKillerJr; Set2: Obj_Butterdroid","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CaterKillerJr; Set 2 OpenGGF primary name Butterdroid","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$90","Obj_AIZMinibossCutscene","Obj_Cluckoid","Set1: Obj_AIZMinibossCutscene; Set2: Obj_Cluckoid","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZMinibossCutscene; Set 2 OpenGGF primary name Cluckoid","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$91","Obj_AIZMiniboss","Obj_MHZMinibossTree","Set1: Obj_AIZMiniboss; Set2: Obj_MHZMinibossTree","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZMiniboss; Set 2 OpenGGF primary name MHZMinibossTree","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$92","Obj_AIZEndBoss","Obj_MHZMiniboss","Set1: Obj_AIZEndBoss; Set2: Obj_MHZMiniboss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name AIZEndBoss; Set 2 OpenGGF primary name MHZMiniboss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$93","Obj_Jawz","Obj_MHZEndBoss","Set1: Obj_Jawz; Set2: Obj_MHZEndBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Jawz; Set 2 OpenGGF primary name MHZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$94","Obj_Blastoid","Obj_Skorp","Set1: Obj_Blastoid; Set2: Obj_Skorp","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Blastoid; Set 2 OpenGGF primary name Skorp","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$95","Obj_Buggernaut","Obj_Sandworm","Set1: Obj_Buggernaut; Set2: Obj_Sandworm","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Buggernaut; Set 2 OpenGGF primary name Sandworm","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$96","Obj_TurboSpiker","Obj_Rockn","Set1: Obj_TurboSpiker; Set2: Obj_Rockn","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name TurboSpiker; Set 2 OpenGGF primary name Rockn","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$97","Obj_MegaChopper","Obj_SOZMiniboss","Set1: Obj_MegaChopper; Set2: Obj_SOZMiniboss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MegaChopper; Set 2 OpenGGF primary name SOZMiniboss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$98","Obj_Poindexter","Obj_SOZEndBoss","Set1: Obj_Poindexter; Set2: Obj_SOZEndBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Poindexter; Set 2 OpenGGF primary name SOZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$99","Obj_HCZMiniboss","Obj_Fireworm","Set1: Obj_HCZMiniboss; Set2: Obj_Fireworm","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZMiniboss; Set 2 OpenGGF primary name Fireworm","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9A","Obj_HCZEndBoss","Obj_Iwamodoki","Set1: Obj_HCZEndBoss; Set2: Obj_Iwamodoki","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name HCZEndBoss; Set 2 OpenGGF primary name Iwamodoki","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9B","Obj_BubblesBadnik","Obj_Toxomister","Set1: Obj_BubblesBadnik; Set2: Obj_Toxomister","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name BubblesBadnik; Set 2 OpenGGF primary name Toxomister","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9C","Obj_Spiker","Obj_LRZRockCrusher","Set1: Obj_Spiker; Set2: Obj_LRZRockCrusher","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Spiker; Set 2 OpenGGF primary name LRZRockCrusher","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9D","Obj_Mantis","Obj_LRZMiniboss","Set1: Obj_Mantis; Set2: Obj_LRZMiniboss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Mantis; Set 2 OpenGGF primary name LRZMiniboss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9E","Obj_Tunnelbot","Obj_LRZ3Autoscroll","Set1: Obj_Tunnelbot; Set2: Obj_LRZ3Autoscroll","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Tunnelbot; Set 2 OpenGGF primary name LRZ3Autoscroll","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$9F","Obj_MGZMiniboss","Obj_Ring","Set1: Obj_MGZMiniboss; Set2: Obj_Ring","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZMiniboss; Set 2 not explicitly named in OpenGGF registry switch","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A0","Obj_MGZ2DrillingRobotnik","Obj_EggRobo","Set1: Obj_MGZ2DrillingRobotnik; Set2: Obj_EggRobo","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZ2DrillingRobotnik; Set 2 OpenGGF primary name EggRobo","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A1","Obj_MGZEndBoss","Obj_SSZGHZBoss","Set1: Obj_MGZEndBoss; Set2: Obj_SSZGHZBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZEndBoss; Set 2 OpenGGF primary name SSZGHZBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A2","Obj_MGZEndBossKnux","Obj_SSZMTZBoss","Set1: Obj_MGZEndBossKnux; Set2: Obj_SSZMTZBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name MGZEndBossKnux; Set 2 OpenGGF primary name SSZMTZBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A3","Obj_Clamer","Obj_SSZEndBoss","Set1: Obj_Clamer; Set2: Obj_SSZEndBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Clamer; Set 2 OpenGGF primary name SSZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A4","Obj_Sparkle","Obj_Spikebonker","Set1: Obj_Sparkle; Set2: Obj_Spikebonker","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Sparkle; Set 2 OpenGGF primary name Spikebonker","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A5","Obj_Batbot","Obj_Chainspike","Set1: Obj_Batbot; Set2: Obj_Chainspike","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Batbot; Set 2 OpenGGF primary name Chainspike","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A6","Obj_CNZMiniboss","Obj_DEZMiniboss","Set1: Obj_CNZMiniboss; Set2: Obj_DEZMiniboss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZMiniboss; Set 2 OpenGGF primary name DEZMiniboss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A7","Obj_CNZEndBoss","Obj_DEZEndBoss","Set1: Obj_CNZEndBoss; Set2: Obj_DEZEndBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name CNZEndBoss; Set 2 OpenGGF primary name DEZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A8","Obj_Blaster","Obj_MHZ1CutsceneKnuckles","Set1: Obj_Blaster; Set2: Obj_MHZ1CutsceneKnuckles","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Blaster; Set 2 OpenGGF primary name MHZ1CutsceneKnuckles","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$A9","Obj_TechnoSqueek","Obj_MHZ1CutsceneButton","Set1: Obj_TechnoSqueek; Set2: Obj_MHZ1CutsceneButton","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name TechnoSqueek; Set 2 OpenGGF primary name MHZ1CutsceneButton","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AA","Obj_FBZMiniboss","Hyudoro","Set1: Obj_FBZMiniboss; Set2: Hyudoro","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZMiniboss; Set 2 OpenGGF primary name Hyudoro","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AB","Obj_FBZ2Subboss","set_SOZ_capsule_Hyudoro_cg","Set1: Obj_FBZ2Subboss; Set2: set_SOZ_capsule_Hyudoro_cg","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZ2Subboss; Set 2 OpenGGF primary name SOZCapsuleHyudoro","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AC","Obj_FBZEndBoss","SOZ_capsule","Set1: Obj_FBZEndBoss; Set2: SOZ_capsule","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name FBZEndBoss; Set 2 OpenGGF primary name SOZCapsule","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AD","Obj_Penguinator","Obj_LRZ3Platform","Set1: Obj_Penguinator; Set2: Obj_LRZ3Platform","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name Penguinator; Set 2 OpenGGF primary name LRZ3Platform","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AE","Obj_StarPointer","Obj_LRZ2CutsceneKnuckles","Set1: Obj_StarPointer; Set2: Obj_LRZ2CutsceneKnuckles","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name StarPointer; Set 2 OpenGGF primary name LRZ2CutsceneKnuckles","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$AF","Obj_ICZCrushingColumn","Obj_SSZCutsceneButton","Set1: Obj_ICZCrushingColumn; Set2: Obj_SSZCutsceneButton","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZCrushingColumn; Set 2 OpenGGF primary name SSZCutsceneButton","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B0","Obj_ICZPathFollowPlatform","Obj_HPZMasterEmerald","Set1: Obj_ICZPathFollowPlatform; Set2: Obj_HPZMasterEmerald","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZPathFollowPlatform; Set 2 OpenGGF primary name HPZMasterEmerald","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B1","Obj_ICZBreakableWall","Obj_HPZPaletteControl","Set1: Obj_ICZBreakableWall; Set2: Obj_HPZPaletteControl","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZBreakableWall; Set 2 OpenGGF primary name HPZPaletteControl","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B2","Obj_ICZFreezer","Obj_KnuxFinalBossCrane","Set1: Obj_ICZFreezer; Set2: Obj_KnuxFinalBossCrane","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZFreezer; Set 2 OpenGGF primary name KnuxFinalBossCrane","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B3","Obj_ICZSegmentColumn","Obj_StartNewLevel","Set1: Obj_ICZSegmentColumn; Set2: Obj_StartNewLevel","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZSegmentColumn; Set 2 OpenGGF primary name StartNewLevel","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B4","Obj_ICZSwingingPlatform","Obj_HPZSuperEmerald","Set1: Obj_ICZSwingingPlatform; Set2: Obj_HPZSuperEmerald","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZSwingingPlatform; Set 2 OpenGGF primary name HPZSuperEmerald","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B5","Obj_ICZStalagtite","Obj_HPZSSEntryControl","Set1: Obj_ICZStalagtite; Set2: Obj_HPZSSEntryControl","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZStalagtite; Set 2 OpenGGF primary name HPZSSEntryControl","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B6","Obj_ICZIceCube","Obj_DDZEndBoss","Set1: Obj_ICZIceCube; Set2: Obj_DDZEndBoss","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZIceCube; Set 2 OpenGGF primary name DDZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B7","Obj_ICZIceSpikes","Obj_DDZAsteroid","Set1: Obj_ICZIceSpikes; Set2: Obj_DDZAsteroid","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZIceSpikes; Set 2 OpenGGF primary name DDZAsteroid","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B8","Obj_ICZHarmfulIce","Obj_DDZMissile","Set1: Obj_ICZHarmfulIce; Set2: Obj_DDZMissile","Differing table targets; document in audit, no label rename in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZHarmfulIce; Set 2 OpenGGF primary name DDZMissile","High for pointer target and table-selection annotation; no behavior claim","Differing table targets; document in audit, no label rename in pilot patch"
"$B9","Obj_ICZSnowPile","","Set1: Obj_ICZSnowPile; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZSnowPile","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
"$BA","Obj_ICZTensionPlatform","","Set1: Obj_ICZTensionPlatform; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZTensionPlatform","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
"$BB","Obj_ICZIceBlock","","Set1: Obj_ICZIceBlock; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZIceBlock","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
"$BC","Obj_ICZMiniboss","","Set1: Obj_ICZMiniboss; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZMiniboss","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
"$BD","Obj_ICZEndBoss","","Set1: Obj_ICZEndBoss; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name ICZEndBoss","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
"$BE","Obj_SnaleBlaster","","Set1: Obj_SnaleBlaster; Set2: not present","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch","Pointer table entry in SK Set file(s); table selection code at sonic3k.asm loc_1B6A8 chooses Sprite_Listing3 or Sprite_ListingK by Current_zone; includes at sonic3k.asm Sprite_Listing3/Sprite_ListingK","Set 1 OpenGGF primary name SnaleBlaster","High for pointer target and table-selection annotation; no behavior claim","Set 1-only slot beyond SK Set 2 table; no per-entry change in pilot patch"
